CMDLINE 'E:\Game Development\Python\Project\MapGenerator\.venv\Scripts\python.exe' HeightMap.py
MEM 2.699219 1751276954.2402
MEM 4.531250 1751276954.3410
MEM 4.531250 1751276954.4416
MEM 4.531250 1751276954.5417
MEM 4.531250 1751276954.6419
MEM 4.531250 1751276954.7422
MEM 4.531250 1751276954.8427
MEM 4.531250 1751276954.9432
MEM 4.531250 1751276955.0435
MEM 4.531250 1751276955.1438
MEM 4.531250 1751276955.2441
MEM 4.531250 1751276955.3444
MEM 4.531250 1751276955.4450
MEM 4.531250 1751276955.5455
MEM 4.531250 1751276955.6456
MEM 4.531250 1751276955.7459
MEM 4.531250 1751276955.8463
MEM 4.531250 1751276955.9469
MEM 4.531250 1751276956.0472
MEM 4.531250 1751276956.1478
MEM 4.531250 1751276956.2482
MEM 4.531250 1751276956.3486
MEM 4.531250 1751276956.4491
MEM 4.531250 1751276956.5495
MEM 4.531250 1751276956.6500
MEM 4.531250 1751276956.7504
MEM 4.531250 1751276956.8506
MEM 4.531250 1751276956.9512
MEM 4.531250 1751276957.0516
MEM 4.531250 1751276957.1520
MEM 4.531250 1751276957.2524
MEM 4.531250 1751276957.3531
MEM 4.531250 1751276957.4532
MEM 4.531250 1751276957.5536
MEM 4.531250 1751276957.6539
MEM 4.531250 1751276957.7545
MEM 4.531250 1751276957.8547
MEM 4.531250 1751276957.9553
MEM 4.531250 1751276958.0556
MEM 4.531250 1751276958.1559
MEM 4.531250 1751276958.2562
MEM 4.531250 1751276958.3564
MEM 4.531250 1751276958.4566
MEM 4.531250 1751276958.5569
MEM 4.531250 1751276958.6573
MEM 4.531250 1751276958.7575
MEM 4.531250 1751276958.8580
MEM 4.531250 1751276958.9585
MEM 4.531250 1751276959.0591
MEM 4.531250 1751276959.1595
MEM 4.531250 1751276959.2598
MEM 4.531250 1751276959.3600
MEM 4.531250 1751276959.4606
MEM 4.531250 1751276959.5611
MEM 4.531250 1751276959.6616
MEM 4.531250 1751276959.7622
MEM 4.531250 1751276959.8628
MEM 4.531250 1751276959.9634
MEM 4.531250 1751276960.0640
MEM 4.531250 1751276960.1642
MEM 4.531250 1751276960.2646
MEM 4.531250 1751276960.3650
MEM 4.531250 1751276960.4654
MEM 4.531250 1751276960.5660
MEM 4.531250 1751276960.6662
MEM 4.531250 1751276960.7664
MEM 4.531250 1751276960.8667
MEM 4.531250 1751276960.9669
MEM 4.531250 1751276961.0675
MEM 4.531250 1751276961.1681
MEM 4.531250 1751276961.2686
MEM 4.531250 1751276961.3687
MEM 4.531250 1751276961.4691
MEM 4.531250 1751276961.5693
MEM 4.531250 1751276961.6699
MEM 4.531250 1751276961.7701
MEM 4.531250 1751276961.8705
MEM 4.531250 1751276961.9708
MEM 4.531250 1751276962.0714
MEM 4.531250 1751276962.1719
MEM 4.531250 1751276962.2725
MEM 4.531250 1751276962.3727
MEM 4.531250 1751276962.4729
MEM 4.531250 1751276962.5734
MEM 4.531250 1751276962.6735
MEM 4.531250 1751276962.7737
MEM 4.531250 1751276962.8738
MEM 4.531250 1751276962.9745
MEM 4.531250 1751276963.0748
MEM 4.531250 1751276963.1752
MEM 4.531250 1751276963.2758
MEM 4.531250 1751276963.3761
MEM 4.531250 1751276963.4763
MEM 4.531250 1751276963.5768
MEM 4.531250 1751276963.6773
MEM 4.531250 1751276963.7776
MEM 4.531250 1751276963.8781
MEM 4.531250 1751276963.9784
MEM 4.531250 1751276964.0786
MEM 4.531250 1751276964.1793
MEM 4.531250 1751276964.2799
MEM 4.531250 1751276964.3801
MEM 4.531250 1751276964.4805
MEM 4.531250 1751276964.5809
MEM 4.531250 1751276964.6811
MEM 4.531250 1751276964.7816
MEM 4.531250 1751276964.8819
MEM 4.531250 1751276964.9821
MEM 4.531250 1751276965.0826
MEM 4.531250 1751276965.1829
MEM 4.531250 1751276965.2832
MEM 4.531250 1751276965.3835
MEM 4.531250 1751276965.4839
MEM 4.531250 1751276965.5842
MEM 4.531250 1751276965.6847
MEM 4.531250 1751276965.7849
MEM 4.531250 1751276965.8853
MEM 4.531250 1751276965.9856
MEM 4.531250 1751276966.0862
MEM 4.531250 1751276966.1863
MEM 4.531250 1751276966.2868
MEM 4.531250 1751276966.3873
MEM 4.531250 1751276966.4875
MEM 4.531250 1751276966.5876
MEM 4.531250 1751276966.6881
MEM 4.531250 1751276966.7885
MEM 4.531250 1751276966.8887
MEM 4.531250 1751276966.9889
MEM 4.531250 1751276967.0893
MEM 4.531250 1751276967.1896
MEM 4.531250 1751276967.2899
MEM 4.531250 1751276967.3903
MEM 4.531250 1751276967.4908
MEM 4.531250 1751276967.5912
MEM 4.531250 1751276967.6917
MEM 4.531250 1751276967.7923
MEM 4.531250 1751276967.8927
MEM 4.531250 1751276967.9931
MEM 4.531250 1751276968.0933
MEM 4.531250 1751276968.1935
MEM 4.531250 1751276968.2938
MEM 4.531250 1751276968.3943
MEM 4.531250 1751276968.4948
MEM 4.531250 1751276968.5950
MEM 4.531250 1751276968.6956
MEM 4.531250 1751276968.7959
MEM 4.531250 1751276968.8963
MEM 4.531250 1751276968.9966
MEM 4.531250 1751276969.0968
MEM 4.531250 1751276969.1974
MEM 4.531250 1751276969.2978
MEM 4.531250 1751276969.3979
MEM 4.531250 1751276969.4982
MEM 4.531250 1751276969.5983
MEM 4.531250 1751276969.6989
MEM 4.531250 1751276969.7995
MEM 4.531250 1751276969.9000
MEM 4.531250 1751276970.0004
MEM 4.531250 1751276970.1008
MEM 4.531250 1751276970.2012
MEM 4.531250 1751276970.3013
MEM 4.531250 1751276970.4017
MEM 4.531250 1751276970.5019
MEM 4.531250 1751276970.6026
MEM 4.531250 1751276970.7028
MEM 4.531250 1751276970.8033
MEM 4.531250 1751276970.9039
MEM 4.531250 1751276971.0043
MEM 4.531250 1751276971.1049
MEM 4.531250 1751276971.2051
MEM 4.531250 1751276971.3054
MEM 4.531250 1751276971.4058
MEM 4.531250 1751276971.5064
MEM 4.531250 1751276971.6065
MEM 4.531250 1751276971.7070
MEM 4.531250 1751276971.8073
MEM 4.531250 1751276971.9075
MEM 4.531250 1751276972.0077
MEM 4.531250 1751276972.1079
MEM 4.531250 1751276972.2083
MEM 4.531250 1751276972.3086
MEM 4.531250 1751276972.4092
MEM 4.531250 1751276972.5096
MEM 4.531250 1751276972.6098
MEM 4.531250 1751276972.7103
MEM 4.531250 1751276972.8106
MEM 4.531250 1751276972.9111
MEM 4.531250 1751276973.0114
MEM 4.531250 1751276973.1117
MEM 4.531250 1751276973.2122
MEM 4.531250 1751276973.3127
MEM 4.531250 1751276973.4129
MEM 4.531250 1751276973.5130
MEM 4.531250 1751276973.6135
MEM 4.531250 1751276973.7139
MEM 4.531250 1751276973.8142
MEM 4.531250 1751276973.9144
MEM 4.531250 1751276974.0149
MEM 4.531250 1751276974.1150
MEM 4.531250 1751276974.2153
MEM 4.531250 1751276974.3156
MEM 4.531250 1751276974.4161
MEM 4.531250 1751276974.5166
MEM 4.531250 1751276974.6167
MEM 4.531250 1751276974.7170
MEM 4.531250 1751276974.8175
MEM 4.531250 1751276974.9180
MEM 4.531250 1751276975.0183
MEM 4.531250 1751276975.1185
MEM 4.531250 1751276975.2191
MEM 4.531250 1751276975.3193
MEM 4.531250 1751276975.4198
MEM 4.531250 1751276975.5202
MEM 4.531250 1751276975.6207
MEM 4.531250 1751276975.7211
MEM 4.531250 1751276975.8215
MEM 4.531250 1751276975.9217
MEM 4.531250 1751276976.0222
MEM 4.531250 1751276976.1227
MEM 4.531250 1751276976.2228
MEM 4.531250 1751276976.3232
MEM 4.531250 1751276976.4237
MEM 4.531250 1751276976.5239
MEM 4.531250 1751276976.6241
MEM 4.531250 1751276976.7244
MEM 4.531250 1751276976.8248
MEM 4.531250 1751276976.9254
MEM 4.531250 1751276977.0256
MEM 4.531250 1751276977.1258
MEM 4.531250 1751276977.2264
MEM 4.531250 1751276977.3266
MEM 4.531250 1751276977.4270
MEM 4.531250 1751276977.5272
MEM 4.531250 1751276977.6275
MEM 4.531250 1751276977.7280
MEM 4.531250 1751276977.8282
MEM 4.531250 1751276977.9284
MEM 4.531250 1751276978.0290
MEM 4.531250 1751276978.1293
MEM 4.531250 1751276978.2298
MEM 4.531250 1751276978.3304
MEM 4.531250 1751276978.4307
MEM 4.531250 1751276978.5312
MEM 4.531250 1751276978.6315
MEM 4.531250 1751276978.7319
MEM 4.531250 1751276978.8329
MEM 4.531250 1751276978.9335
MEM 4.531250 1751276979.0341
MEM 4.531250 1751276979.1347
MEM 4.531250 1751276979.2352
MEM 4.531250 1751276979.3356
MEM 4.531250 1751276979.4362
MEM 4.531250 1751276979.5367
